,Unnamed: 0,ST_CODE,State_name,Month,Year,PC_Number,PC_name,PC_Type,MP_Name,Sex,Category,Age,Party,Total_voters,Total_Electors,POLL_PERCENTAGE,lat,long,color
0,0,S01,Andhra Pradesh,5,2014,1,Adilabad ,ST,GODAM NAGESH,M,ST,49,TRS,1055593,1386282,76.15,19.6759452,78.5339895,olivedrab
1,1,S01,Andhra Pradesh,5,2014,2,Peddapalle ,SC,BALKA SUMAN,M,SC,31,TRS,1025194,1425355,71.93,17.5619842,82.8327333,olivedrab
2,2,S01,Andhra Pradesh,5,2014,3,Karimnagar ,GEN,VINOD KUMAR BOINAPALLY,M,GEN,54,TRS,1127225,1550810,72.69,18.4346438,79.1322648,olivedrab
3,3,S01,Andhra Pradesh,5,2014,4,Nizamabad,GEN,KALVAKUNTLA KAVITHA,F,GEN,36,TRS,1034032,1496193,69.11,18.6732693,78.0978477,olivedrab
4,4,S01,Andhra Pradesh,5,2014,5,Zahirabad,GEN,B.B. PATIL,M,GEN,58,TRS,1099784,1445354,76.09,18.0472727,80.19279736,olivedrab
5,5,S01,Andhra Pradesh,5,2014,6,Medak,GEN,KALVAKUNTLA CHANDRASEKHAR RAO,M,GEN,60,TRS,1193548,1536166,77.69,18.0458792,78.2651993,olivedrab
6,6,S01,Andhra Pradesh,5,2014,7,Malkajgiri,GEN,CH.MALLA REDDY,M,GEN,56,TDP,1624859,3183083,51.05,17.4511764,78.5368997,darkkhaki
7,7,S01,Andhra Pradesh,5,2014,8,Secundrabad,GEN,BANDARU DATTATREYA,M,GEN,66,BJP,1004763,1893741,53.06,17.4020163,78.5597253,orange
8,8,S01,Andhra Pradesh,5,2014,9,Hyderabad,GEN,ASADUDDIN OWAISI,M,GEN,43,AIMIM,971770,1823217,53.3,17.3616079,78.4746286,orchid
9,9,S01,Andhra Pradesh,5,2014,11,Mahbubnagar,GEN,AP JITHENDER REDDY,M,GEN,60,TRS,1015520,1418668,71.58,16.7434697,77.9923773,olivedrab
10,10,S01,Andhra Pradesh,5,2014,12,Nagarkurnool,SC,YELLAIAH NANDI,M,SC,71,INC,1116159,1477305,75.55,16.4870296,78.3169003,black
11,11,S01,Andhra Pradesh,5,2014,13,Nalgonda,GEN,GUTHA SUKHENDER REDDY,M,GEN,60,INC,1191667,1494343,79.75,17.0504406,79.2669235,black
12,12,S01,Andhra Pradesh,5,2014,14,Bhongir ,GEN,DR. BOORA NARSAIAH GOUD,M,GEN,55,TRS,1212738,1492240,81.27,17.5172789,78.8863383,olivedrab
13,13,S01,Andhra Pradesh,5,2014,15,Warangal,SC,KADIYAM SRIHARI,M,SC,63,TRS,1176653,1537778,76.52,17.9899747,79.6043994,olivedrab
14,14,S01,Andhra Pradesh,5,2014,16,Mahabubabad  ,ST,PROF. AZMEERA SEETARAM NAIK,M,ST,56,TRS,1126618,1387288,81.21,17.5958344,79.9998269,olivedrab
15,15,S01,Andhra Pradesh,5,2014,17,Khammam ,GEN,PONGULETI  SRINIVASA REDDY,M,GEN,48,YSRCP,1188875,1440267,82.55,17.2465351,80.1500326,greenyellow
16,16,S01,Andhra Pradesh,5,2014,19,Srikakulam,GEN,RAMMOHAN NAIDU KINJARAPU,M,GEN,27,TDP,1054640,1413726,74.6,18.2949396,83.893875,darkkhaki
17,17,S01,Andhra Pradesh,5,2014,20,Vizianagaram,GEN,ASHOK GAJAPATHI RAJU PUSAPATI,M,GEN,62,TDP,1125615,1403736,80.19,18.1154979,83.3978806,darkkhaki
18,18,S01,Andhra Pradesh,5,2014,21,Visakhapatnam,GEN,KAMBHAMPATI HARI BABU,M,GEN,60,BJP,1163582,1723011,67.53,17.7231276,83.3012842,orange
19,19,S01,Andhra Pradesh,5,2014,22,Anakapalli,GEN,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,GEN,47,TDP,1149326,1401474,82.01,17.6858653,82.9884187,darkkhaki
20,20,S01,Andhra Pradesh,5,2014,23,Kakinada,GEN,THOTA NARASIMHAM,M,GEN,53,TDP,1101730,1418290,77.68,16.9437385,82.2350607,darkkhaki
21,21,S01,Andhra Pradesh,5,2014,24,Amalapuram ,SC,DR PANDULA RAVINDRA BABU,M,SC,58,TDP,1121986,1357865,82.63,16.5777179,82.0032621,darkkhaki
22,22,S01,Andhra Pradesh,5,2014,25,Rajahmundry,GEN,MURALI MOHAN MAGANTI,M,GEN,73,TDP,1156626,1421276,81.38,17.0050454,81.7804732,darkkhaki
23,23,S01,Andhra Pradesh,5,2014,26,Narsapuram,GEN,GOKARAJU GANGA RAJU,M,GEN,69,BJP,1089102,1325028,82.19,17.4453781,82.9103236,orange
24,24,S01,Andhra Pradesh,5,2014,27,Eluru ,GEN,MAGANTI VENKATESWARA RAO (BABU),M,GEN,54,TDP,1203236,1427764,84.27,16.7104257,81.1153816,darkkhaki
25,25,S01,Andhra Pradesh,5,2014,28,Machilipatnam ,GEN,KONAKALLA NARAYANA RAO,M,GEN,64,TDP,1143048,1369311,83.48,16.1819393,81.1351299,darkkhaki
26,26,S01,Andhra Pradesh,5,2014,29,Vijayawada,GEN,KESINENI SRINIVAS (NANI),M,GEN,48,TDP,1198985,1564513,76.64,16.5087586,80.6185102,darkkhaki
27,27,S01,Andhra Pradesh,5,2014,30,Guntur,GEN,JAYADEV GALLA,M,GEN,48,TDP,1246775,1572017,79.31,16.2915189,80.4541588,darkkhaki
28,28,S01,Andhra Pradesh,5,2014,31,Narasaraopet,GEN,SAMBASIVA RAO RAYAPATI,M,GEN,70,TDP,1282831,1514861,84.68,16.2359592,80.054059,darkkhaki
29,29,S01,Andhra Pradesh,5,2014,32,Bapatla ,SC,MALYADRI SRIRAM,M,SC,60,TDP,1186250,1392964,85.16,15.9052608,80.4680501,darkkhaki
30,30,S01,Andhra Pradesh,5,2014,33,Ongole ,GEN,Y.V.SUBBA REDDY,M,GEN,53,YSRCP,1208904,1470212,82.23,15.5058714,80.0499454,greenyellow
31,31,S01,Andhra Pradesh,5,2014,34,Nandyal,GEN,S.P.Y REDDY,M,GEN,64,YSRCP,1209680,1576945,76.71,15.4736293,78.4806592,greenyellow
32,32,S01,Andhra Pradesh,5,2014,35,Kurnool,GEN,BUTTA RENUKA,F,GEN,42,YSRCP,1068070,1481791,72.08,15.8309251,78.0425373,greenyellow
33,33,S01,Andhra Pradesh,5,2014,36,Anantapur,GEN,J.C. DIVAKAR REDDI,M,GEN,70,TDP,1212195,1536894,78.87,14.55,77.416667,darkkhaki
34,34,S01,Andhra Pradesh,5,2014,37,Hindupur,GEN,KRISTAPPA NIMMALA,M,GEN,57,TDP,1179270,1446496,81.53,13.826383,77.4937723,darkkhaki
35,35,S01,Andhra Pradesh,5,2014,38,Kadapa,GEN,Y.S. AVINASH REDDY,M,GEN,29,YSRCP,1201120,1550440,77.47,14.4671491,78.8228877,greenyellow
36,36,S01,Andhra Pradesh,5,2014,39,Nellore,GEN,MEKAPATI RAJAMOHAN REDDY,M,GEN,69,YSRCP,1188861,1606127,74.02,14.4493717,79.9873763,greenyellow
37,37,S01,Andhra Pradesh,5,2014,40,Tirupati ,SC,VARAPRASAD RAO VELAGAPALLI,M,SC,61,YSRCP,1214363,1574161,77.14,13.6316368,79.4231711,greenyellow
38,38,S01,Andhra Pradesh,5,2014,41,Rajampet,GEN,P.V.MIDHUN REDDY,M,GEN,36,YSRCP,1161241,1487791,78.05,14.1935867,79.1585757,greenyellow
39,39,S01,Andhra Pradesh,5,2014,42,Chittoor ,SC,NARAMALLI SIVAPRASAD,M,SC,62,TDP,1199137,1451851,82.59,13.416667,79,darkkhaki
40,40,S02,Arunachal Pradesh,5,2014,1,ARUNACHAL WEST,GEN,KIREN RIJIJU,M,ST,42,BJP,337671,446640,75.6,28.3641989,94.7586273,orange
41,41,S02,Arunachal Pradesh,5,2014,2,ARUNACHAL EAST,GEN,NINONG ERING,M,ST,55,INC,263157,312704,84.16,28.3641989,94.7586273,black
42,42,S03,Assam,5,2014,1,Karimganj ,SC,RADHESHYAM BISWAS,M,SC,59,AIUDF,887782,1165997,76.14,24.8647214,92.3681114,darkslateblue
43,43,S03,Assam,5,2014,2,Silchar,GEN,SUSHMITA DEV  ,F,GEN,41,INC,800058,1060175,75.46,24.829588,92.797148,black
44,44,S03,Assam,5,2014,4,Dhubri,GEN,BADRUDDIN AJMAL,M,GEN,59,AIUDF,1369722,1550166,88.36,26.0186768,89.9857236,darkslateblue
45,45,S03,Assam,5,2014,5,Kokrajhar,ST,NABA KUMAR SARANIA (HIRA),M,ST,45,IND,1224243,1505472,81.32,26.599464,90.12392107,palevioletred
46,46,S03,Assam,5,2014,6,Barpeta,GEN,SIRAJ UDDIN AJMAL,M,GEN,67,AIUDF,1207044,1430188,84.4,26.3257824,91.0075712,darkslateblue
47,47,S03,Assam,5,2014,7,Gauhati,GEN,BIJOYA CHAKRAVARTY,F,GEN,75,BJP,1512248,1922270,78.67,26.1805978,91.753943,orange
48,48,S03,Assam,5,2014,8,Mangaldoi,GEN,RAMEN DEKA,M,GEN,59,BJP,1233474,1515676,81.38,26.436303,92.0306569,orange
49,49,S03,Assam,5,2014,9,Tezpur,GEN,RAM PRASAD SARMAH,M,GEN,58,BJP,980846,1259568,77.87,26.6229928,92.7976082,orange
50,50,S03,Assam,5,2014,10,Nowgong,GEN,RAJEN GOHAIN ,M,GEN,63,BJP,1230495,1523881,80.75,26.133333,92.666667,orange
51,51,S03,Assam,5,2014,11,Kaliabor,GEN,GOURAV GOGOI,M,GEN,31,INC,1167391,1457219,80.11,26.5387146,92.9292061,black
52,52,S03,Assam,5,2014,12,Jorhat,GEN,KAMAKHYA PRASAD TASA,M,GEN,38,BJP,931568,1189486,78.32,26.7577925,94.2079645,orange
53,53,S03,Assam,5,2014,13,Dibrugarh,GEN,RAMESWAR TELI,M,GEN,43,BJP,891129,1124305,79.26,27.4844597,94.9019447,orange
54,54,S03,Assam,5,2014,14,Lakhimpur,GEN,SARBANANDA SONOWAL,M,ST,52,BJP,1112670,1431080,77.75,27.946309,80.7815166,orange
55,55,S04,Bihar,5,2014,1,Valmiki Nagar,GEN,SATISH CHANDRA DUBEY,M,GEN,39,BJP,900169,1456598,61.8,12.9804404,80.2645577,orange
56,56,S04,Bihar,5,2014,4,Sheohar,GEN,RAMA DEVI,F,GEN,65,BJP,842926,1485801,56.73,26.48729215,85.3202004,orange
57,57,S04,Bihar,5,2014,5,Sitamarhi,GEN,RAM KUMAR SHARMA,M,GEN,50,BLSP,900591,1574914,57.18,26.666667,85.5,papayawhip
58,58,S04,Bihar,5,2014,6,Madhubani,GEN,HUKM DEO NARAYAN YADAV,M,GEN,77,BJP,860469,1627832,52.86,26.7985737,85.40835331,orange
59,59,S04,Bihar,5,2014,7,Jhanjharpur,GEN,BIRENDRA KUMAR CHAUDHARY,M,GEN,60,BJP,941265,1668405,56.42,26.2083769,86.2259759,orange
60,60,S04,Bihar,5,2014,8,Supaul,GEN,RANJEET RANJAN,F,GEN,41,INC,970544,1525583,63.62,26.2795226,86.78994114,black
61,61,S04,Bihar,5,2014,9,Araria,GEN,TASLEEM UDDIN,M,GEN,72,RJD,975813,1587332,61.48,26.26673945,87.35618411,peachpuff
62,62,S04,Bihar,5,2014,10,Kishanganj,GEN,MOHAMMAD ASRARUL HAQUE,M,GEN,67,INC,928499,1438990,64.52,26.248453,87.90089569,black
63,63,S04,Bihar,5,2014,11,Katihar,GEN,TARIQ ANWAR,M,GEN,63,NCP,977833,1446478,67.6,25.5433817,87.5690417,peru
64,64,S04,Bihar,5,2014,12,Purnia,GEN,SANTOSH KUMAR,M,GEN,35,JD(U),1017750,1582626,64.31,25.77835695,87.40609847,pink
65,65,S04,Bihar,5,2014,13,Madhepura,GEN,RAJESH RANJAN @ PAPPU YADAV,M,GEN,46,RJD,1034799,1725693,59.96,25.9174142,86.7915907,peachpuff
66,66,S04,Bihar,5,2014,14,Darbhanga,GEN,KIRTI AZAD,M,GEN,55,BJP,829289,1495445,55.45,26.1569653,85.8995119,orange
67,67,S04,Bihar,5,2014,15,Muzaffarpur,GEN,AJAY NISHAD,M,GEN,45,BJP,948927,1551363,61.17,26.1182898,85.3857888,orange
68,68,S04,Bihar,5,2014,16,Vaishali,GEN,RAMA KISHORE SINGH,M,GEN,51,LJP,925951,1566321,59.12,25.75,85.416667,plum
69,69,S04,Bihar,5,2014,18,Siwan,GEN,OM PRAKASH YADAV,M,GEN,48,BJP,884044,1563860,56.53,26.166667,84.5,orange
70,70,S04,Bihar,5,2014,19,Maharajganj,GEN,"JANARDAN SINGH ""SIGRIWAL""",M,GEN,50,BJP,846833,1642068,51.57,27.55417975,82.96444241,orange
71,71,S04,Bihar,5,2014,24,Begusarai,GEN,BHOLA SINGH,M,GEN,75,BJP,1078133,1778759,60.61,25.5,86.25,orange
72,72,S04,Bihar,5,2014,25,Khagaria,GEN,CHOUDHARY MAHBOOB ALI KAISER,M,GEN,47,LJP,896310,1506587,59.49,25.49224065,86.69561901,plum
73,73,S04,Bihar,5,2014,26,Bhagalpur,GEN,SHAILESH KUMAR URPH BULO MANDAL,M,GEN,38,RJD,974187,1685339,57.8,25.2494829,86.9828131,peachpuff
74,74,S04,Bihar,5,2014,28,Munger,GEN,VEENA DEVI,F,GEN,41,LJP,914442,1719984,53.17,25,86.25,plum
75,75,S04,Bihar,5,2014,29,Nalanda,GEN,KAUSHLENDRA KUMAR,M,GEN,49,JD(U),921841,1951967,47.23,25.1364914,85.44365465,pink
76,76,S04,Bihar,5,2014,30,Patna Sahib,GEN,SHATRUGHANA SINHA,M,GEN,67,BJP,882768,1946249,45.36,25.585981,85.2306042,orange
77,77,S04,Bihar,5,2014,32,Arrah,GEN,RAJ KUMAR SINGH,M,GEN,61,BJP,893351,1824515,48.96,25.5596879,84.6612934,orange
78,78,S04,Bihar,5,2014,33,Buxar,GEN,ASHWINI KUMAR CHOUBEY,M,GEN,61,BJP,889152,1640671,54.19,25.51231115,84.09988155,orange
79,79,S04,Bihar,5,2014,35,Karakat,GEN,UPENDRA KUSHWAHA,M,GEN,51,BLSP,790361,1580558,50.01,25.1691,84.296,papayawhip
80,80,S04,Bihar,5,2014,37,Aurangabad,GEN,SUSHIL KUMAR SINGH,M,GEN,48,BJP,786342,1536153,51.19,24.75,84.5,orange
81,81,S04,Bihar,5,2014,39,Nawada,GEN,GIRIRAJ SINGH,M,GEN,61,BJP,884474,1694895,52.18,24.75,85.5,orange
82,82,S05,Goa,5,2014,1,North Goa,GEN,SHRIPAD YESSO NAIK,M,GEN,61,BJP,406945,515441,78.95,15.5384263,73.82197128,orange
83,83,S05,Goa,5,2014,2,South Goa,GEN,ADV. NARENDRA KESHAV SAWAIKAR,M,GEN,47,BJP,410495,545336,75.27,15.1163849,73.94857188,orange
84,84,S06,Gujarat,5,2014,1,Kachchh,SC,CHAVDA VINOD LAKHAMASHI,M,SC,35,BJP,947525,1533782,61.78,23.583333,70,orange
85,85,S06,Gujarat,5,2014,3,Patan,GEN,LILADHARBHAI KHODAJI VAGHELA,M,GEN,80,BJP,956616,1628641,58.74,27.672903,85.326538,orange
86,86,S06,Gujarat,5,2014,4,Mahesana,GEN,PATEL JAYSHREEBEN KANUBHAI,F,GEN,55,BJP,1004295,1498219,67.03,23.666667,72.5,orange
87,87,S06,Gujarat,5,2014,5,Sabarkantha,GEN,RATHOD DIPSINH SHANKARSINH,M,GEN,62,BJP,1095863,1615840,67.82,24.0294885,73.0459884,orange
88,88,S06,Gujarat,5,2014,6,Gandhinagar,GEN,L.K.ADVANI,M,GEN,86,BJP,1137014,1733972,65.57,23.2232877,72.6492267,orange
89,89,S06,Gujarat,5,2014,7,Ahmedabad East,GEN,PARESH RAWAL,M,GEN,59,BJP,986526,1601832,61.59,23.0216238,72.5797068,orange
90,90,S06,Gujarat,5,2014,8,Ahmedabad West,SC,DR. KIRIT P SOLANKI,M,SC,64,BJP,965560,1534400,62.93,23.0216238,72.5797068,orange
91,91,S06,Gujarat,5,2014,9,Surendranagar,GEN,FATEPARA DEVAJIBHAI GOVINDBHAI,M,GEN,55,BJP,945439,1656657,57.07,22.75,71.666667,orange
92,92,S06,Gujarat,5,2014,10,Rajkot,GEN,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,GEN,62,BJP,1057783,1655717,63.89,22.3045769,70.802161,orange
93,93,S06,Gujarat,5,2014,11,Porbandar,GEN,RADADIYA VITHALBHAI  HANSRAJBHAI,M,GEN,55,BJP,809985,1539223,52.62,21.6409,69.611,orange
94,94,S06,Gujarat,5,2014,12,Jamnagar,GEN,POONAMBEN HEMATBHAI MAADAM,F,GEN,39,BJP,852989,1470952,57.99,22.25,70,orange
95,95,S06,Gujarat,5,2014,13,Junagadh,GEN,CHUDASAMA RAJESHBHAI NARANBHAI,M,GEN,31,BJP,942257,1485543,63.43,21.25,70.333333,orange
96,96,S06,Gujarat,5,2014,14,Amreli,GEN,KACHHADIYA NARANBHAI BHIKHABHAI,M,GEN,58,BJP,809615,1486286,54.47,20.866667,70.75,orange
97,97,S06,Gujarat,5,2014,15,Bhavnagar,GEN,DR. BHARATIBEN DHIRUBHAI SHIYAL,F,GEN,50,BJP,918144,1594531,57.58,21.7718836,72.1416449,orange
98,98,S06,Gujarat,5,2014,16,Anand,GEN,DILIP PATEL,M,GEN,59,BJP,971262,1496859,64.89,22.5584995,72.9625629,orange
99,99,S06,Gujarat,5,2014,17,Kheda,GEN,CHAUHAN DEVUSINH JESINGBHAI (CHAUHAN DEVUSINH),M,GEN,49,BJP,957464,1599476,59.86,22.75,72.833333,orange
100,100,S06,Gujarat,5,2014,19,Dahod,ST,JASVANTSINH SUMANBHAI BHABHOR,M,ST,47,BJP,901435,1411765,63.85,22.8358542,74.2556782,orange
101,101,S06,Gujarat,5,2014,20,Vadodara,GEN,NARENDRA MODI,M,GEN,63,BJP,1162168,1638321,70.94,22.297076,73.1957373,orange
102,102,S06,Gujarat,5,2014,21,Chhota Udaipur,ST,RAMSINH RATHWA,M,ST,62,BJP,1101623,1536305,71.71,22.3048651,74.0126114,orange
103,103,S06,Gujarat,5,2014,22,Bharuch,GEN,VASAVA MANSUKHBHAI DHANJIBHAI,M,ST,56,BJP,1061060,1417548,74.85,21.75,73,orange
104,104,S06,Gujarat,5,2014,23,Bardoli,ST,VASAVA PARBHUBHAI NAGARBHAI,M,ST,44,BJP,1209609,1614106,74.94,21.1220023,73.1135988,orange
105,105,S06,Gujarat,5,2014,24,Surat,GEN,DARSHANA VIKRAM JARDOSH,F,GEN,53,BJP,948383,1484068,63.9,21.1864607,72.8081281,orange
106,106,S06,Gujarat,5,2014,25,Navsari,GEN,C. R. PATIL,M,GEN,59,BJP,1161476,1764622,65.82,20.952407,72.9323831,orange
107,107,S06,Gujarat,5,2014,26,Valsad,ST,DR. K.C.PATEL,M,ST,65,BJP,1123182,1512061,74.28,20.5,73.083333,orange
108,108,S07,Haryana,5,2014,1,Ambala,SC,RATTAN LAL KATARIA,M,SC,62,BJP,1220125,1692424,72.09,30.3843674,76.770421,orange
109,109,S07,Haryana,5,2014,2,Kurukshetra,GEN,RAJ KUMAR SAINI,M,GEN,60,BJP,1136173,1498459,75.82,30,76.75,orange
110,110,S07,Haryana,5,2014,3,Sirsa,SC,CHARANJEET SINGH RORI,M,SC,43,INLD,1279271,1660557,77.04,29.583333,75.083333,chocolate
111,111,S07,Haryana,5,2014,4,Hisar,GEN,DUSHYANT CHAUTALA,M,GEN,26,INLD,1156805,1517606,76.23,29.168807,75.7461103,chocolate
112,112,S07,Haryana,5,2014,5,Karnal,GEN,ASHWINI KUMAR,M,GEN,57,BJP,1193697,1684321,70.87,29.6803266,76.9896254,orange
113,113,S07,Haryana,5,2014,6,Sonipat,GEN,RAMESH CHANDER,M,GEN,54,BJP,986521,1417188,69.61,29.05587195,76.89536928,orange
114,114,S07,Haryana,5,2014,7,Rohtak,GEN,DEEPENDER SINGH HOODA,M,GEN,36,INC,1045723,1567508,66.71,28.833333,76.666667,black
115,115,S07,Haryana,5,2014,9,Gurgaon,GEN,INDERJIT SINGH RAO,M,GEN,64,BJP,1320647,1844906,71.58,28.4646148,77.0299194,orange
116,116,S07,Haryana,5,2014,10,Faridabad,GEN,KRISHAN PAL,M,GEN,57,BJP,1130932,1740352,64.98,28.402837,77.3085626,orange
117,117,S08,Himachal Pradesh,5,2014,1,Kangra,GEN,SHANTA KUMAR,M,GEN,79,BJP,799926,1258601,63.56,32.166667,76.25,orange
118,118,S08,Himachal Pradesh,5,2014,2,Mandi,GEN,RAM SWAROOP SHARMA,M,GEN,55,BJP,726482,1150408,63.15,31.6451913,76.99529474,orange
119,119,S08,Himachal Pradesh,5,2014,3,Hamirpur,GEN,ANURAG SINGH THAKUR,M,GEN,39,BJP,835744,1247699,66.98,25.7875002,79.82354027,orange
120,120,S08,Himachal Pradesh,5,2014,4,Shimla,SC,VIRENDER KASHYAP,M,SC,63,BJP,738047,1153363,63.99,31.1041526,77.1709729,orange
121,121,S09,Jammu & Kashmir,5,2014,1,Baramulla,GEN,MUZAFFAR HUSSAIN BAIG,M,GEN,67,JKPDP,466039,1190766,39.14,34.2086903,74.343498,purple
122,122,S09,Jammu & Kashmir,5,2014,2,Srinagar,GEN,TARIQ HAMEED KARRA,M,GEN,58,JKPDP,312245,1207230,25.86,34.0747444,74.8204443,purple
123,123,S09,Jammu & Kashmir,5,2014,3,Anantnag,GEN,MEHBOOBA MUFTI,F,GEN,54,JKPDP,375281,1301143,28.84,33.7366359,75.1457394,purple
124,124,S09,Jammu & Kashmir,5,2014,4,Ladakh,GEN,THUPSTAN CHHEWANG,M,ST,67,BJP,119068,166763,71.4,34.00530145,77.32349817,orange
125,125,S09,Jammu & Kashmir,5,2014,5,Udhampur,GEN,DR. JITENDRA SINGH,M,GEN,57,BJP,1042375,1469072,70.95,32.9219726,75.1331482,orange
126,126,S09,Jammu & Kashmir,5,2014,6,Jammu,GEN,JUGAL KISHORE,M,GEN,51,BJP,1256529,1848155,67.99,32.7185614,74.8580917,orange
127,127,S10,Karnataka,5,2014,1,Chikkodi,GEN,PRAKASH BABANNA HUKKERI,M,GEN,67,INC,1071495,1442206,74.3,16.4265276,74.5861323,black
128,128,S10,Karnataka,5,2014,2,Belgaum,GEN,ANGADI SURESH CHANNABASAPPA,M,GEN,58,BJP,1078982,1580895,68.25,15.8572666,74.5069343,orange
129,129,S10,Karnataka,5,2014,3,Bagalkot,GEN,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,M,GEN,61,BJP,1079324,1568633,68.81,16.1853166,75.6967919,orange
130,130,S10,Karnataka,5,2014,4,Bijapur,SC,RAMESH JIGAJINAGI,M,SC,64,BJP,966797,1622635,59.58,16.8269911,75.7175387,orange
131,131,S10,Karnataka,5,2014,5,Gulbarga,SC,MALLIKARJUN KHARGE,M,SC,72,INC,998086,1721990,57.96,17.3310003,76.8334228,black
132,132,S10,Karnataka,5,2014,6,Raichur,ST,B.V.NAYAK,M,ST,48,INC,969047,1661606,58.32,16.083333,77.166667,black
133,133,S10,Karnataka,5,2014,8,Koppal,GEN,KARADI SANGANNA AMARAPPA,M,GEN,59,BJP,1007430,1535105,65.63,15.3484144,76.1547421,orange
134,134,S10,Karnataka,5,2014,9,Bellary,ST,B. SREERAMULU,M,ST,43,BJP,1045913,1487945,70.29,15.1467299,76.9125211,orange
135,135,S10,Karnataka,5,2014,10,Haveri,GEN,UDASI SHIVAKUMAR CHANNABASAPPA,M,GEN,47,BJP,1116368,1558749,71.62,14.7874825,75.3996731,orange
136,136,S10,Karnataka,5,2014,11,Dharwad,GEN,PRALHAD JOSHI,M,GEN,51,BJP,1041470,1578125,65.99,15.4540505,75.0066516,orange
137,137,S10,Karnataka,5,2014,12,Uttara Kannada,GEN,ANANTKUMAR HEGDE,M,GEN,46,BJP,1001470,1450599,69.04,14.883333,74.583333,orange
138,138,S10,Karnataka,5,2014,13,Davanagere,GEN,G M SIDDESHWARA,M,GEN,61,BJP,1115132,1522712,73.23,14.4661266,75.9206361,orange
139,139,S10,Karnataka,5,2014,14,Shimoga,GEN,B. S. YEDDYURAPPA,M,GEN,71,BJP,1130364,1562243,72.36,13.9311723,75.569737,orange
140,140,S10,Karnataka,5,2014,17,Dakshina Kannada,GEN,NALIN KUMAR KATEEL,M,GEN,48,BJP,1207583,1565219,77.15,12.9324457,74.9813132,orange
141,141,S10,Karnataka,5,2014,18,Chitradurga,SC,B.N.CHANDRAPPA,M,SC,58,INC,1097666,1661277,66.07,14.2266443,76.4005122,black
142,142,S10,Karnataka,5,2014,19,Tumkur,GEN,MUDDAHANUMEGOWDA.S.P.,M,GEN,59,INC,1102012,1518518,72.57,13.4999406,77.0002445,black
143,143,S10,Karnataka,5,2014,20,Mandya,GEN,C.S.PUTTARAJU,M,GEN,50,JD(S),1193041,1669262,71.47,12.5238888,76.8961961,red
144,144,S10,Karnataka,5,2014,21,Mysore,GEN,PRATHAP SIMHA,M,GEN,37,BJP,1159628,1723134,67.3,12.3051828,76.6553609,orange
145,145,S10,Karnataka,5,2014,22,Chamarajanagar,SC,R. DHRUVANARAYANA,M,SC,53,INC,1133326,1555781,72.85,11.95149995,77.10654169,black
146,146,S10,Karnataka,5,2014,23,Bangalore Rural,GEN,D K SURESH,M,GEN,47,INC,1455610,2190398,66.45,13.0010872,77.3361225,black
147,147,S10,Karnataka,5,2014,24,Bangalore North,GEN,D.V SADANANDA GOWDA,M,GEN,61,BJP,1357553,2401472,56.53,12.9791198,77.5912997,orange
148,148,S10,Karnataka,5,2014,25,Bangalore central,GEN,P.C. MOHAN,M,GEN,50,BJP,1074602,1931456,55.64,12.97339325,77.61123427,orange
149,149,S10,Karnataka,5,2014,26,Bangalore South,GEN,ANANTH KUMAR,M,GEN,54,BJP,1114359,1998724,55.75,12.9791198,77.5912997,orange
150,150,S10,Karnataka,5,2014,28,Kolar,SC,K.H.MUNIYAPPA,M,SC,67,INC,1127340,1492977,75.51,13.1369996,78.1339606,black
151,151,S11,Kerala,5,2014,1,Kasaragod,GEN,P KARUNAKARAN,M,GEN,69,CPM,975195,1243730,78.41,12.502028,74.9899927,rosybrown
152,152,S11,Kerala,5,2014,2,Kannur,GEN,P K SREEMATHI TEACHER,F,GEN,64,CPM,948572,1170266,81.06,11.8762254,75.3738043,rosybrown
153,153,S11,Kerala,5,2014,3,Vadakara,GEN,MULLAPPALLY RAMACHANDRAN,M,GEN,67,INC,960264,1182504,81.21,11.5970724,75.5903655,black
154,154,S11,Kerala,5,2014,4,Wayanad,GEN,M I SHANAVAS,M,GEN,62,INC,915138,1249420,73.25,11.715219,76.11912512,black
155,155,S11,Kerala,5,2014,5,Kozhikode,GEN,M .K RAGHAVAN,M,GEN,61,INC,943227,1182484,79.77,11.2446144,75.7759372,black
156,156,S11,Kerala,5,2014,6,Malappuram,GEN,E. AHAMED,M,GEN,76,IUML,853468,1198444,71.21,11.04526665,75.94114889,royalblue
157,157,S11,Kerala,5,2014,7,Ponnani,GEN,E. T. MOHAMMED BASHEER,M,GEN,67,IUML,871595,1180789,73.81,10.7800691,75.9189338,royalblue
158,158,S11,Kerala,5,2014,8,Palakkad,GEN,M B RAJESH,M,GEN,43,CPM,910476,1208726,75.33,10.7691989,76.6512469,rosybrown
159,159,S11,Kerala,5,2014,9,Alathur ,SC,P.K.BIJU,M,SC,39,CPM,928656,1216351,76.35,12.6930151,80.178989,rosybrown
160,160,S11,Kerala,5,2014,10,Thrissur,GEN,C. N. JAYADEVAN,M,GEN,63,CPI,920667,1275288,72.19,10.5256633,76.2131442,saddlebrown
161,161,S11,Kerala,5,2014,11,Chalakudy,GEN,INNOCENT,M,GEN,66,IND,885037,1150497,76.93,10.302391,76.3215544,palevioletred
